subLink,word,type,level
615,eagle_1,eagle,noun,b2
616,eagle-owl,eagle owl,noun,c2
617,eaglet,eaglet,noun,c2
618,egg_1,egg,noun,a1
619,egret,egret,noun,c2
620,emperor-penguin,emperor penguin,noun,c1
621,emu_1,emu,noun,c2
622,falcon,falcon,noun,c1
623,feather_1,feather,noun,b2
624,finch,finch,noun,c1
625,flamingo,flamingo,noun,c2
626,flight_1,flight,noun,c2
627,fly_1,fly,verb,a1
628,flycatcher,flycatcher,noun,c2
629,fowl,fowl,noun,c2
630,frigate-bird,frigate bird,noun,c2
631,fulmar,fulmar,noun,c2
632,gaggle,gaggle,noun,c2
633,game_1,game,noun,c2
634,game-bird,game bird,noun,c1
635,gander,gander,noun,c2
636,gannet,gannet,noun,c2
637,gizzard,gizzard,noun,c2
638,gobbler,gobbler,noun,c2
639,goldcrest,goldcrest,noun,c2
640,golden-eagle,golden eagle,noun,b2
641,goldfinch,goldfinch,noun,c2
642,goose_1,goose,noun,b2
643,goshawk,goshawk,noun,c2
644,gosling,gosling,noun,c2
645,grackle,grackle,noun,c2
646,grebe,grebe,noun,c2
647,grouse_1,grouse,noun,c2
648,guillemot,guillemot,noun,c2
649,guinea-fowl,guinea fowl,noun,c2
650,gull,gull,noun,c2
651,harrier_1,harrier,noun,c2
652,hatch_1,hatch,verb,c1
653,hatchling,hatchling,noun,c2
654,hawk_1,hawk,noun,c1
655,hen,hen,noun,c2
656,heron,heron,noun,c2
657,herring-gull,herring gull,noun,c2
658,homing-pigeon,homing pigeon,noun,c2
659,hoopoe,hoopoe,noun,c2
660,hoot_1,hoot,verb,c2
661,hoot_2,hoot,noun,c2
662,hop_1,hop,verb,c1
663,hop_2,hop,noun,c1
664,hornbill,hornbill,noun,c2
665,house-martin,house martin,noun,c2
666,house-sparrow,house sparrow,noun,c2
667,hover,hover,verb,c1
668,hummingbird,hummingbird,noun,c2
669,ibis,ibis,noun,c2
670,incubate,incubate,verb,c2
671,jackdaw,jackdaw,noun,c2
672,jay,jay,noun,c2
673,kestrel,kestrel,noun,c2
674,kingfisher,kingfisher,noun,c2
675,kite_1,kite,noun,c2
676,kittiwake,kittiwake,noun,c2
677,kiwi,kiwi,noun,c1
678,kookaburra,kookaburra,noun,c2
679,lapwing,lapwing,noun,c2
680,lark_1,lark,noun,c2
681,lay_1,lay,verb,b2
682,linnet,linnet,noun,c2
683,little-owl,little owl,noun,c1
684,loon,loon,noun,c2
685,lorikeet,lorikeet,noun,c2
686,lovebird,lovebird,noun,c2
687,lyrebird,lyrebird,noun,c2
688,macaw,macaw,noun,c2
689,magpie,magpie,noun,c2
690,mandible,mandible,noun,c2
691,mate_1,mate,noun,b2
692,mate_2,mate,verb,b2
693,meadowlark,meadowlark,noun,c2
694,merlin_1,merlin,noun,c2
695,migrate,migrate,verb,b2
696,migration,migration,noun,c1
697,missel-thrush,missel thrush,noun,c2
698,mistle-thrush,mistle thrush,noun,c2
699,mockingbird,mockingbird,noun,c2
700,moorhen,moorhen,noun,c2
701,mynah,mynah,noun,c2
702,nest_1,nest,noun,c1
703,nest_2,nest,verb,c1
704,nestling,nestling,noun,c2
705,nightingale,nightingale,noun,c2
706,nightjar,nightjar,noun,c2
707,nuthatch,nuthatch,noun,c2
708,oriole,oriole,noun,c2
709,osprey,osprey,noun,c2
710,ostrich,ostrich,noun,c1
711,owl,owl,noun,b2
712,owlet,owlet,noun,c2
713,oystercatcher,oystercatcher,noun,c2
714,parakeet,parakeet,noun,c2
715,parrot_1,parrot,noun,b2
716,partridge,partridge,noun,c2
717,peacock,peacock,noun,c1
718,peafowl,peafowl,noun,c2
719,peahen,peahen,noun,c2
720,peck_1,peck,verb,c2
721,peck_2,peck,noun,c2
722,peewit,peewit,noun,c2
723,pelican,pelican,noun,c2
724,penguin,penguin,noun,a2
725,perch_1,perch,verb,c1
726,peregrine,peregrine,noun,c2
727,petrel,petrel,noun,c2
728,pheasant,pheasant,noun,c2
729,pigeon,pigeon,noun,b2
730,pipit,pipit,noun,c2
731,plover,plover,noun,c2
732,plumage,plumage,noun,c2
733,poultry,poultry,noun,c1
734,prey_1,prey,noun,c1
735,ptarmigan,ptarmigan,noun,c2
736,puffin,puffin,noun,c2
737,quack_1,quack,noun,c1
738,quack_2,quack,verb,c1
739,quail_1,quail,noun,c2
740,raven_1,raven,noun,c1
741,razorbill,razorbill,noun,c2
742,redshank,redshank,noun,c2
743,rhea,rhea,noun,c2
744,roadrunner,roadrunner,noun,c2
745,robin_1,robin,noun,c2
746,rook,rook,noun,c2
747,rookery,rookery,noun,c2
748,roost_1,roost,noun,c2
749,roost_2,roost,verb,c2
750,rooster,rooster,noun,c2
751,ruff,ruff,noun,c2
752,sand-martin,sand martin,noun,c2
753,sandpiper,sandpiper,noun,c2
754,seabird,seabird,noun,b1
755,seagull,seagull,noun,c1
756,secretary-bird,secretary bird,noun,c2
757,shag_1,shag,noun,c2
758,shearwater,shearwater,noun,c2
759,shrike,shrike,noun,c2
760,skua,skua,noun,c2
761,skylark,skylark,noun,c2
762,snipe_2,snipe,noun,c2
763,soar,soar,verb,c1
764,song,song,noun,a2
765,songbird,songbird,noun,c1
766,sparrow,sparrow,noun,c2
767,sparrowhawk,sparrowhawk,noun,c2
768,spoonbill,spoonbill,noun,c2
769,squawk_1,squawk,verb,c2
770,squawk_2,squawk,noun,c2
771,starling,starling,noun,c2
772,stork,stork,noun,c2
773,swallow_2,swallow,noun,c2
774,swan_1,swan,noun,c1
775,swift_2,swift,noun,c2
776,tail_1,tail,noun,b1
777,talon,talon,noun,c2
778,tawny-owl,tawny owl,noun,c2
779,tern,tern,noun,c2
780,thrush,thrush,noun,c2
781,tit,tit,noun,c2
782,titmouse,titmouse,noun,c2
783,toucan,toucan,noun,c2
784,turkey_1,turkey,noun,b1
785,turtle-dove,turtle dove,noun,c2
786,tweet_1,tweet,noun,c2
787,tweet_2,tweet,verb,c2
788,twitter_1,twitter,verb,c2
789,twitter_2,twitter,noun,c2
790,vent_1,vent,noun,c2
791,vulture,vulture,noun,c1
792,wader,wader,noun,c2
793,waterfowl,waterfowl,noun,c2
794,wattle,wattle,noun,c2
795,weaver-bird,weaver bird,noun,c2
796,whippoorwill,whippoorwill,noun,c2
797,wing_1,wing,noun,b1
798,wishbone,wishbone,noun,c2
799,woodcock,woodcock,noun,c2
800,woodpecker,woodpecker,noun,c2
801,wood-pigeon,wood pigeon,noun,c2
802,wren,wren,noun,c2
803,yellowhammer,yellowhammer,noun,c2
804,abalone,abalone,noun,c2
805,anchovy,anchovy,noun,c2
806,angelfish,angelfish,noun,c2
807,aquarium,aquarium,noun,c1
